snapshot_at,product,contract_id,delivery_year_month,first_available_bar,last_available_bar,status,raw_payload_path,bars
2026-08-13T10:55:38+08:00,fu,fu2609,2026-09,2025-08-29T21:00:00,2026-08-13T10:00:00,ok,raw/kline_fu2609.json,1595
2026-08-13T10:55:38+08:00,sp,sp2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_sp2609.json,1515
2026-08-13T10:55:38+08:00,ao,ao2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_ao2609.json,1944
2026-08-13T10:55:38+08:00,br,br2609,2026-09,2025-09-17T21:00:00,2026-08-13T10:00:00,ok,raw/kline_br2609.json,1395
2026-08-13T10:55:38+08:00,a,a2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_a2609.json,1525
2026-08-13T10:55:38+08:00,b,b2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_b2609.json,1514
2026-08-13T10:55:38+08:00,m,m2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_m2609.json,1525
2026-08-13T10:55:38+08:00,y,y2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_y2609.json,1525
2026-08-13T10:55:38+08:00,p,p2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_p2609.json,1525
2026-08-13T10:55:38+08:00,c,c2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_c2609.json,1525
2026-08-13T10:55:38+08:00,cs,cs2609,2026-09,,,failed,,
2026-08-13T10:55:38+08:00,l,l2609,2026-09,2025-09-12T22:00:00,2026-08-13T10:00:00,ok,raw/kline_l2609.json,1524
2026-08-13T10:55:38+08:00,v,v2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_v2609.json,1525
2026-08-13T10:55:38+08:00,pp,pp2609,2026-09,2025-09-12T21:00:00,2026-08-13T10:00:00,ok,raw/kline_pp2609.json,1525
2026-08-13T10:55:38+08:00,eg,eg2609,2026-09,2025-09-25T21:00:00,2026-08-13T10:00:00,ok,raw/kline_eg2609.json,1389
2026-08-13T10:55:38+08:00,eb,eb2609,2026-09,2025-09-29T21:00:00,2026-08-13T10:00:00,ok,raw/kline_eb2609.json,1408
2026-08-13T10:55:38+08:00,pg,pg2609,2026-09,2025-09-25T22:00:00,2026-08-13T10:00:00,ok,raw/kline_pg2609.json,1451
2026-08-13T10:55:38+08:00,rr,rr2609,2026-09,2025-10-09T21:00:00,2026-08-13T10:00:00,ok,raw/kline_rr2609.json,893
2026-08-13T10:55:38+08:00,lh,lh2609,2026-09,2025-09-26T09:00:00,2026-08-13T10:00:00,ok,raw/kline_lh2609.json,1052
2026-08-13T10:55:38+08:00,jd,jd2609,2026-09,2025-09-26T09:00:00,2026-08-13T10:00:00,ok,raw/kline_jd2609.json,1052
