snapshot_at,product,contract_id,delivery_year_month,first_available_bar,last_available_bar,status,raw_payload_path,bars
2026-08-13T10:55:38+08:00,rb,rb2608,2026-08,2025-08-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_rb2608.json,1623
2026-08-13T10:55:38+08:00,rb,rb2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_rb2609.json,1518
2026-08-13T10:55:38+08:00,rb,rb2610,2026-10,2025-10-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_rb2610.json,1408
2026-08-13T10:55:38+08:00,rb,rb2611,2026-11,2025-11-17T21:00:00,2026-08-13T10:00:00,ok,raw/kline_rb2611.json,1238
2026-08-13T10:55:38+08:00,rb,rb2612,2026-12,,,failed,raw/kline_rb2612.json,
2026-08-13T10:55:38+08:00,rb,rb2701,2027-01,2026-01-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_rb2701.json,962
2026-08-13T10:55:38+08:00,rb,rb2702,2027-02,,,failed,raw/kline_rb2702.json,
2026-08-13T10:55:38+08:00,rb,rb2703,2027-03,2026-03-16T21:00:00,2026-08-13T10:00:00,ok,raw/kline_rb2703.json,703
2026-08-13T10:55:38+08:00,rb,rb2704,2027-04,2026-04-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_rb2704.json,560
2026-08-13T10:55:38+08:00,cu,cu2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_cu2609.json,1943
2026-08-13T10:55:38+08:00,al,al2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_al2609.json,1920
2026-08-13T10:55:38+08:00,zn,zn2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_zn2609.json,1869
2026-08-13T10:55:38+08:00,pb,pb2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_pb2609.json,1698
2026-08-13T10:55:38+08:00,ni,ni2609,2026-09,2025-09-16T00:00:00,2026-08-13T10:00:00,ok,raw/kline_ni2609.json,1922
2026-08-13T10:55:38+08:00,sn,sn2609,2026-09,2025-09-17T09:00:00,2026-08-13T10:00:00,ok,raw/kline_sn2609.json,1822
2026-08-13T10:55:38+08:00,au,au2609,2026-09,2026-06-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_au2609.json,453
2026-08-13T10:55:38+08:00,ag,ag2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_ag2609.json,2370
2026-08-13T10:55:38+08:00,ru,ru2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_ru2609.json,1518
2026-08-13T10:55:38+08:00,bu,bu2609,2026-09,2024-09-20T14:00:00,2026-08-13T10:00:00,ok,raw/kline_bu2609.json,2853
2026-08-13T10:55:38+08:00,hc,hc2609,2026-09,2025-09-16T09:00:00,2026-08-13T10:00:00,ok,raw/kline_hc2609.json,1502
2026-08-13T10:55:38+08:00,ss,ss2609,2026-09,2025-09-15T21:00:00,2026-08-13T10:00:00,ok,raw/kline_ss2609.json,1892
